,path,source,actor,gender,emotion,emotion_lb
192,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-04-01-02-01-04.wav,Ravdess,4,female,4,sad
193,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-02-01-02-04.wav,Ravdess,4,female,3,happy
194,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-02-02-01-04.wav,Ravdess,4,female,3,happy
195,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-01-01-01-04.wav,Ravdess,4,female,3,happy
196,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-04-01-01-02-04.wav,Ravdess,4,female,4,sad
197,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-04-01-02-02-04.wav,Ravdess,4,female,4,sad
198,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-01-01-01-02-04.wav,Ravdess,4,female,1,neutral
199,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-04-02-02-01-04.wav,Ravdess,4,female,4,sad
200,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-02-01-01-02-04.wav,Ravdess,4,female,2,calm
201,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-02-01-01-04.wav,Ravdess,4,female,3,happy
202,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-04-02-01-01-04.wav,Ravdess,4,female,4,sad
203,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-02-02-01-01-04.wav,Ravdess,4,female,2,calm
204,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-01-02-02-04.wav,Ravdess,4,female,3,happy
205,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-02-01-02-02-04.wav,Ravdess,4,female,2,calm
206,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-01-01-02-01-04.wav,Ravdess,4,female,1,neutral
207,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-03-02-02-02-04.wav,Ravdess,4,female,3,happy
208,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-01-01-01-01-04.wav,Ravdess,4,female,1,neutral
209,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-02-02-02-01-04.wav,Ravdess,4,female,2,calm
210,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-02-01-01-04.wav,Ravdess,4,female,8,surprised
211,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-01-02-01-04.wav,Ravdess,4,female,6,fearful
212,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-01-02-02-04.wav,Ravdess,4,female,5,angry
213,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-02-01-01-04.wav,Ravdess,4,female,6,fearful
214,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-01-01-01-04.wav,Ravdess,4,female,8,surprised
215,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-01-02-01-04.wav,Ravdess,4,female,5,angry
216,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-02-01-02-04.wav,Ravdess,4,female,5,angry
217,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-02-02-02-04.wav,Ravdess,4,female,8,surprised
218,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-02-02-01-04.wav,Ravdess,4,female,5,angry
219,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-02-01-01-04.wav,Ravdess,4,female,7,disgust
220,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-01-01-02-04.wav,Ravdess,4,female,7,disgust
221,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-02-02-02-04.wav,Ravdess,4,female,7,disgust
222,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-01-02-02-04.wav,Ravdess,4,female,6,fearful
223,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-02-01-01-04.wav,Ravdess,4,female,5,angry
224,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-01-01-01-04.wav,Ravdess,4,female,6,fearful
225,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-02-02-01-04.wav,Ravdess,4,female,6,fearful
226,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-02-02-01-04.wav,Ravdess,4,female,7,disgust
227,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-01-02-01-04.wav,Ravdess,4,female,8,surprised
228,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-02-01-02-04.wav,Ravdess,4,female,8,surprised
229,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-01-02-02-04.wav,Ravdess,4,female,8,surprised
230,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-02-02-02-04.wav,Ravdess,4,female,6,fearful
231,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-01-01-01-04.wav,Ravdess,4,female,7,disgust
232,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-02-02-01-04.wav,Ravdess,4,female,8,surprised
233,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-08-01-01-02-04.wav,Ravdess,4,female,8,surprised
234,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-01-02-02-04.wav,Ravdess,4,female,7,disgust
235,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-05-02-02-02-04.wav,Ravdess,4,female,5,angry
236,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-01-02-01-04.wav,Ravdess,4,female,7,disgust
237,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-07-02-01-02-04.wav,Ravdess,4,female,7,disgust
238,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-02-01-02-04.wav,Ravdess,4,female,6,fearful
239,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_04/03-01-06-01-01-02-04.wav,Ravdess,4,female,6,fearful
240,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-02-02-01-05.wav,Ravdess,5,male,3,happy
241,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-01-01-02-02-05.wav,Ravdess,5,male,1,neutral
242,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-01-01-01-05.wav,Ravdess,5,male,2,calm
243,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-01-01-02-05.wav,Ravdess,5,male,2,calm
244,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-01-02-02-05.wav,Ravdess,5,male,4,sad
245,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-02-01-01-05.wav,Ravdess,5,male,2,calm
246,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-01-02-01-05.wav,Ravdess,5,male,2,calm
247,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-01-01-01-02-05.wav,Ravdess,5,male,1,neutral
248,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-01-01-01-05.wav,Ravdess,5,male,4,sad
249,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-02-01-02-05.wav,Ravdess,5,male,3,happy
250,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-02-01-02-05.wav,Ravdess,5,male,2,calm
251,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-01-02-01-05.wav,Ravdess,5,male,3,happy
252,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-01-02-02-05.wav,Ravdess,5,male,2,calm
253,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-01-01-01-05.wav,Ravdess,5,male,3,happy
254,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-01-01-02-01-05.wav,Ravdess,5,male,1,neutral
255,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-02-02-01-05.wav,Ravdess,5,male,2,calm
256,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-01-01-02-05.wav,Ravdess,5,male,4,sad
257,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-01-01-01-01-05.wav,Ravdess,5,male,1,neutral
258,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-02-02-02-05.wav,Ravdess,5,male,3,happy
259,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-01-01-02-05.wav,Ravdess,5,male,3,happy
260,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-01-02-01-05.wav,Ravdess,5,male,4,sad
261,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-01-02-02-05.wav,Ravdess,5,male,3,happy
262,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-02-01-01-05.wav,Ravdess,5,male,4,sad
263,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-02-02-02-02-05.wav,Ravdess,5,male,2,calm
264,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-03-02-01-01-05.wav,Ravdess,5,male,3,happy
265,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-02-02-01-05.wav,Ravdess,5,male,8,surprised
266,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-02-02-01-05.wav,Ravdess,5,male,6,fearful
267,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-02-02-02-05.wav,Ravdess,5,male,5,angry
268,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-01-02-01-05.wav,Ravdess,5,male,8,surprised
269,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-01-01-02-05.wav,Ravdess,5,male,5,angry
270,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-02-02-02-05.wav,Ravdess,5,male,6,fearful
271,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-02-01-02-05.wav,Ravdess,5,male,7,disgust
272,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-01-02-01-05.wav,Ravdess,5,male,6,fearful
273,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-02-01-01-05.wav,Ravdess,5,male,5,angry
274,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-02-01-01-05.wav,Ravdess,5,male,8,surprised
275,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-01-02-02-05.wav,Ravdess,5,male,5,angry
276,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-02-02-01-05.wav,Ravdess,5,male,4,sad
277,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-01-02-02-05.wav,Ravdess,5,male,8,surprised
278,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-01-01-01-05.wav,Ravdess,5,male,8,surprised
279,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-01-01-01-05.wav,Ravdess,5,male,7,disgust
280,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-02-02-01-05.wav,Ravdess,5,male,5,angry
281,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-01-02-01-05.wav,Ravdess,5,male,7,disgust
282,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-02-02-02-05.wav,Ravdess,5,male,8,surprised
283,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-02-01-01-05.wav,Ravdess,5,male,6,fearful
284,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-01-01-02-05.wav,Ravdess,5,male,8,surprised
285,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-02-01-01-05.wav,Ravdess,5,male,7,disgust
286,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-01-01-01-05.wav,Ravdess,5,male,6,fearful
287,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-02-01-02-05.wav,Ravdess,5,male,6,fearful
288,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-01-01-02-05.wav,Ravdess,5,male,6,fearful
289,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-01-01-01-05.wav,Ravdess,5,male,5,angry
290,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-01-02-02-05.wav,Ravdess,5,male,7,disgust
291,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-06-01-02-02-05.wav,Ravdess,5,male,6,fearful
292,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-02-02-02-05.wav,Ravdess,5,male,4,sad
293,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-02-02-01-05.wav,Ravdess,5,male,7,disgust
294,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-01-02-01-05.wav,Ravdess,5,male,5,angry
295,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-08-02-01-02-05.wav,Ravdess,5,male,8,surprised
296,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-02-02-02-05.wav,Ravdess,5,male,7,disgust
297,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-05-02-01-02-05.wav,Ravdess,5,male,5,angry
298,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-07-01-01-02-05.wav,Ravdess,5,male,7,disgust
299,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_05/03-01-04-02-01-02-05.wav,Ravdess,5,male,4,sad
300,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-01-02-02-06.wav,Ravdess,6,female,3,happy
301,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-02-01-01-06.wav,Ravdess,6,female,2,calm
302,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-01-01-01-01-06.wav,Ravdess,6,female,1,neutral
303,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-01-01-01-02-06.wav,Ravdess,6,female,1,neutral
304,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-02-02-02-06.wav,Ravdess,6,female,2,calm
305,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-01-01-01-06.wav,Ravdess,6,female,3,happy
306,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-02-02-01-06.wav,Ravdess,6,female,2,calm
307,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-01-01-02-02-06.wav,Ravdess,6,female,1,neutral
308,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-01-01-02-06.wav,Ravdess,6,female,3,happy
309,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-01-01-02-01-06.wav,Ravdess,6,female,1,neutral
310,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-01-02-01-06.wav,Ravdess,6,female,3,happy
311,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-01-01-02-06.wav,Ravdess,6,female,2,calm
312,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-01-01-01-06.wav,Ravdess,6,female,2,calm
313,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-02-01-01-06.wav,Ravdess,6,female,3,happy
314,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-01-02-01-06.wav,Ravdess,6,female,2,calm
315,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-02-01-02-06.wav,Ravdess,6,female,2,calm
316,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-02-01-02-02-06.wav,Ravdess,6,female,2,calm
317,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-01-02-02-06.wav,Ravdess,6,female,8,surprised
318,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-01-01-01-06.wav,Ravdess,6,female,7,disgust
319,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-02-01-02-06.wav,Ravdess,6,female,8,surprised
320,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-01-02-01-06.wav,Ravdess,6,female,4,sad
321,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-02-01-02-06.wav,Ravdess,6,female,6,fearful
322,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-01-02-01-06.wav,Ravdess,6,female,5,angry
323,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-02-01-01-06.wav,Ravdess,6,female,7,disgust
324,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-02-02-02-06.wav,Ravdess,6,female,6,fearful
325,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-02-02-01-06.wav,Ravdess,6,female,8,surprised
326,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-01-01-01-06.wav,Ravdess,6,female,5,angry
327,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-02-02-01-06.wav,Ravdess,6,female,7,disgust
328,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-01-02-02-06.wav,Ravdess,6,female,5,angry
329,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-02-01-02-06.wav,Ravdess,6,female,4,sad
330,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-01-01-01-06.wav,Ravdess,6,female,6,fearful
331,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-01-01-02-06.wav,Ravdess,6,female,6,fearful
332,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-01-01-02-06.wav,Ravdess,6,female,7,disgust
333,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-02-02-01-06.wav,Ravdess,6,female,5,angry
334,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-01-01-01-06.wav,Ravdess,6,female,8,surprised
335,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-01-02-01-06.wav,Ravdess,6,female,7,disgust
336,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-02-01-02-06.wav,Ravdess,6,female,7,disgust
337,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-02-02-02-06.wav,Ravdess,6,female,5,angry
338,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-02-02-01-06.wav,Ravdess,6,female,3,happy
339,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-01-02-02-06.wav,Ravdess,6,female,6,fearful
340,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-01-02-01-06.wav,Ravdess,6,female,8,surprised
341,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-02-01-01-06.wav,Ravdess,6,female,8,surprised
342,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-01-01-02-06.wav,Ravdess,6,female,5,angry
343,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-02-02-02-06.wav,Ravdess,6,female,3,happy
344,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-02-02-02-06.wav,Ravdess,6,female,8,surprised
345,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-02-02-02-06.wav,Ravdess,6,female,4,sad
346,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-01-02-02-06.wav,Ravdess,6,female,7,disgust
347,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-08-01-01-02-06.wav,Ravdess,6,female,8,surprised
348,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-02-02-01-06.wav,Ravdess,6,female,4,sad
349,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-07-02-02-02-06.wav,Ravdess,6,female,7,disgust
350,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-02-02-01-06.wav,Ravdess,6,female,6,fearful
351,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-01-02-02-06.wav,Ravdess,6,female,4,sad
352,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-01-01-01-06.wav,Ravdess,6,female,4,sad
353,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-01-02-01-06.wav,Ravdess,6,female,6,fearful
354,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-02-01-02-06.wav,Ravdess,6,female,5,angry
355,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-03-02-01-02-06.wav,Ravdess,6,female,3,happy
356,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-01-01-02-06.wav,Ravdess,6,female,4,sad
357,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-06-02-01-01-06.wav,Ravdess,6,female,6,fearful
358,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-05-02-01-01-06.wav,Ravdess,6,female,5,angry
359,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_06/03-01-04-02-01-01-06.wav,Ravdess,6,female,4,sad
360,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-01-01-01-01-07.wav,Ravdess,7,male,1,neutral
361,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-01-02-01-07.wav,Ravdess,7,male,2,calm
362,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-01-01-02-01-07.wav,Ravdess,7,male,1,neutral
363,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-01-02-02-07.wav,Ravdess,7,male,2,calm
364,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-01-01-01-02-07.wav,Ravdess,7,male,1,neutral
365,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-01-01-02-07.wav,Ravdess,7,male,2,calm
366,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-01-01-01-07.wav,Ravdess,7,male,2,calm
367,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-01-01-02-02-07.wav,Ravdess,7,male,1,neutral
368,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-02-01-02-07.wav,Ravdess,7,male,5,angry
369,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-01-02-01-07.wav,Ravdess,7,male,7,disgust
370,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-02-01-02-07.wav,Ravdess,7,male,2,calm
371,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-02-01-01-07.wav,Ravdess,7,male,5,angry
372,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-02-01-01-07.wav,Ravdess,7,male,8,surprised
373,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-01-01-02-07.wav,Ravdess,7,male,3,happy
374,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-02-02-02-07.wav,Ravdess,7,male,6,fearful
375,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-01-01-02-07.wav,Ravdess,7,male,6,fearful
376,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-02-01-02-07.wav,Ravdess,7,male,7,disgust
377,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-02-02-01-07.wav,Ravdess,7,male,5,angry
378,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-02-02-02-07.wav,Ravdess,7,male,3,happy
379,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-01-01-01-07.wav,Ravdess,7,male,3,happy
380,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-01-02-01-07.wav,Ravdess,7,male,6,fearful
381,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-02-02-02-07.wav,Ravdess,7,male,7,disgust
382,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-01-02-02-07.wav,Ravdess,7,male,6,fearful
383,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-02-02-02-07.wav,Ravdess,7,male,5,angry
